condition,batch,population,pid,round,puzzle,ai,transfer,form,variant,consented_at,pretask_at,prompt_rule,prompt_mean_score,prompt_passed,carryover,reached_demographics,effort_median,skill_rating,age,education,genai_usage,gate_correct,gate_confidence,ai_turns,end_reason,decisions,score,decisions_first_n,score_first_n,kept_win_score,kept_win_first_n,opener_optimal,disc_loss_total,disc_loss_per_decision,seconds,completed,black_discs,white_discs,margin,won,moves,attempts,solved,transfer_rounds,transfer_score,transfer_decisions,transfer_rate,transfer_wins,transfer_solved,transfer_openers,transfer_disc_loss,transfer_label
intervention_johnny,3arm_johnny,non-adopters,p298,R3,bg20260726,False,True,johnny_connect_four_boost,,2026-08-21T12:31:27.499828+00:00,2026-08-21T12:37:07.322907+00:00,mean,3.0,True,False,True,,1,34.0,hs_graduate,less_than_monthly,False,1,0,manual,2,0,2,0,0,0,False,22,11.0,6,True,23,41,-18.0,False,g7! h7!,1,False,2,1.0,4.0,0.25,0.0,0.0,1.0,34.0,Strugglers
intervention_johnny,3arm_johnny,non-adopters,p361,R1,oc20260727,True,False,johnny_connect_four_boost,,2026-08-21T12:46:50.662479+00:00,2026-08-21T12:52:30.408352+00:00,mean,2.333,True,False,True,,dont_know,33.0,some_college,never,False,1,6,manual,5,4,3,3,3,3,True,22,4.4,231,True,30,34,-4.0,False,b7 c8 a7 a1! h1,1,False,2,6.0,6.0,1.0,2.0,2.0,2.0,0.0,Solvers
intervention_johnny,3arm_johnny,non-adopters,p361,R2,b220260706,False,True,johnny_connect_four_boost,,2026-08-21T12:46:50.662479+00:00,2026-08-21T12:52:30.408352+00:00,mean,2.333,True,False,True,,dont_know,33.0,some_college,never,False,1,0,manual,3,3,3,3,3,3,True,0,0.0,14,True,38,26,12.0,True,g7 h1 g2,1,True,2,6.0,6.0,1.0,2.0,2.0,2.0,0.0,Solvers
intervention_johnny,3arm_johnny,non-adopters,p361,R3,bg20260726,False,True,johnny_connect_four_boost,,2026-08-21T12:46:50.662479+00:00,2026-08-21T12:52:30.408352+00:00,mean,2.333,True,False,True,,dont_know,33.0,some_college,never,False,1,0,manual,3,3,3,3,3,3,True,0,0.0,33,True,34,30,4.0,True,b2 g8 h7,1,True,2,6.0,6.0,1.0,2.0,2.0,2.0,0.0,Solvers
intervention_johnny,3arm_johnny,non-adopters,p391,R1,oc20260727,True,False,johnny_connect_four_boost,,2026-08-21T13:04:46.294078+00:00,2026-08-21T13:06:14.900972+00:00,mean,2.0,True,False,True,,2,43.0,hs_graduate,weekly,False,2,5,manual,5,4,3,3,3,3,True,22,4.4,101,True,30,34,-4.0,False,b7 c8 a7 a1! h1,1,False,2,2.0,5.0,0.4,0.0,0.0,1.0,34.0,Strugglers
intervention_johnny,3arm_johnny,non-adopters,p391,R2,b220260706,False,True,johnny_connect_four_boost,,2026-08-21T13:04:46.294078+00:00,2026-08-21T13:06:14.900972+00:00,mean,2.0,True,False,True,,2,43.0,hs_graduate,weekly,False,2,0,manual,2,0,2,0,0,0,False,24,12.0,3,True,26,38,-12.0,False,g2! h2!,1,False,2,2.0,5.0,0.4,0.0,0.0,1.0,34.0,Strugglers
intervention_johnny,3arm_johnny,non-adopters,p391,R3,bg20260726,False,True,johnny_connect_four_boost,,2026-08-21T13:04:46.294078+00:00,2026-08-21T13:06:14.900972+00:00,mean,2.0,True,False,True,,2,43.0,hs_graduate,weekly,False,2,0,manual,3,2,3,2,2,2,True,10,3.3,9,True,29,35,-6.0,False,b2 g8 g7!,1,False,2,2.0,5.0,0.4,0.0,0.0,1.0,34.0,Strugglers
intervention_johnny,3arm_johnny,non-adopters,p415,R1,oc20260727,True,False,johnny_connect_four_boost,,2026-08-21T12:31:36.197381+00:00,2026-08-21T12:36:09.190686+00:00,mean,2.667,True,False,True,,dont_know,29.0,bachelors,never,False,1,5,manual,5,4,3,3,5,3,True,16,3.2,131,True,33,31,2.0,True,b7 c8 a7 a3 g2!,1,False,2,0.0,4.0,0.0,0.0,0.0,0.0,44.0,Strugglers
intervention_johnny,3arm_johnny,non-adopters,p415,R2,b220260706,False,True,johnny_connect_four_boost,,2026-08-21T12:31:36.197381+00:00,2026-08-21T12:36:09.190686+00:00,mean,2.667,True,False,True,,dont_know,29.0,bachelors,never,False,1,0,manual,2,0,2,0,0,0,False,30,15.0,4,True,23,41,-18.0,False,g1! g2!,1,False,2,0.0,4.0,0.0,0.0,0.0,0.0,44.0,Strugglers
intervention_johnny,3arm_johnny,non-adopters,p415,R3,bg20260726,False,True,johnny_connect_four_boost,,2026-08-21T12:31:36.197381+00:00,2026-08-21T12:36:09.190686+00:00,mean,2.667,True,False,True,,dont_know,29.0,bachelors,never,False,1,0,manual,2,0,2,0,0,0,False,14,7.0,5,True,27,37,-10.0,False,g8! h7!,1,False,2,0.0,4.0,0.0,0.0,0.0,0.0,44.0,Strugglers
intervention_johnny,3arm_johnny,non-adopters,p416,R1,oc20260727,True,False,johnny_connect_four_boost,,2026-08-21T13:39:36.302260+00:00,2026-08-21T13:48:08.239562+00:00,mean,3.0,True,False,True,,1,55.0,hs_graduate,about_monthly,False,3,6,manual,3,2,3,2,2,2,True,38,12.7,239,True,22,42,-20.0,False,b7 c8 b6!,1,False,2,2.0,4.0,0.5,0.0,0.0,0.0,24.0,Strugglers
intervention_johnny,3arm_johnny,non-adopters,p416,R2,b220260706,False,True,johnny_connect_four_boost,,2026-08-21T13:39:36.302260+00:00,2026-08-21T13:48:08.239562+00:00,mean,3.0,True,False,True,,1,55.0,hs_graduate,about_monthly,False,3,0,manual,2,1,2,1,0,0,False,16,8.0,14,True,30,34,-4.0,False,g2! g7,1,False,2,2.0,4.0,0.5,0.0,0.0,0.0,24.0,Strugglers
intervention_johnny,3arm_johnny,non-adopters,p416,R3,bg20260726,False,True,johnny_connect_four_boost,,2026-08-21T13:39:36.302260+00:00,2026-08-21T13:48:08.239562+00:00,mean,3.0,True,False,True,,1,55.0,hs_graduate,about_monthly,False,3,0,manual,2,1,2,1,0,0,False,8,4.0,14,True,30,34,-4.0,False,g8! g7,1,False,2,2.0,4.0,0.5,0.0,0.0,0.0,24.0,Strugglers
intervention_johnny,3arm_johnny,non-adopters,p53,R1,oc20260727,True,False,johnny_connect_four_boost,,2026-08-21T12:49:37.065862+00:00,2026-08-21T12:53:56.900525+00:00,mean,2.667,True,False,True,,2,35.0,some_college,few_times_month,False,4,5,manual,6,5,3,3,6,3,True,16,2.7,130,True,33,31,2.0,True,b7 c8 a7 a3 a1 g2!,1,False,2,2.0,4.0,0.5,0.0,0.0,1.0,28.0,Strugglers
intervention_johnny,3arm_johnny,non-adopters,p53,R2,b220260706,False,True,johnny_connect_four_boost,,2026-08-21T12:49:37.065862+00:00,2026-08-21T12:53:56.900525+00:00,mean,2.667,True,False,True,,2,35.0,some_college,few_times_month,False,4,0,manual,2,1,2,1,1,1,True,12,6.0,7,True,32,32,0.0,False,g7 g2!,1,False,2,2.0,4.0,0.5,0.0,0.0,1.0,28.0,Strugglers
intervention_johnny,3arm_johnny,non-adopters,p53,R3,bg20260726,False,True,johnny_connect_four_boost,,2026-08-21T12:49:37.065862+00:00,2026-08-21T12:53:56.900525+00:00,mean,2.667,True,False,True,,2,35.0,some_college,few_times_month,False,4,0,manual,2,1,2,1,0,0,False,16,8.0,4,True,26,38,-12.0,False,g7! b2,1,False,2,2.0,4.0,0.5,0.0,0.0,1.0,28.0,Strugglers
intervention_johnny,3arm_johnny,non-adopters,p547,R1,oc20260727,True,False,johnny_connect_four_boost,,2026-08-21T13:02:27.184829+00:00,2026-08-21T13:05:24.459110+00:00,mean,2.333,True,False,True,,dont_know,43.0,bachelors,daily,False,2,7,manual,5,4,3,3,3,3,True,22,4.4,204,True,30,34,-4.0,False,b7 c8 a7 a1! h1,1,False,2,1.0,4.0,0.25,0.0,0.0,1.0,34.0,Strugglers
intervention_johnny,3arm_johnny,non-adopters,p547,R2,b220260706,False,True,johnny_connect_four_boost,,2026-08-21T13:02:27.184829+00:00,2026-08-21T13:05:24.459110+00:00,mean,2.333,True,False,True,,dont_know,43.0,bachelors,daily,False,2,0,manual,2,1,2,1,1,1,True,12,6.0,6,True,32,32,0.0,False,g7 g2!,1,False,2,1.0,4.0,0.25,0.0,0.0,1.0,34.0,Strugglers
intervention_johnny,3arm_johnny,non-adopters,p547,R3,bg20260726,False,True,johnny_connect_four_boost,,2026-08-21T13:02:27.184829+00:00,2026-08-21T13:05:24.459110+00:00,mean,2.333,True,False,True,,dont_know,43.0,bachelors,daily,False,2,0,manual,2,0,2,0,0,0,False,22,11.0,4,True,23,41,-18.0,False,g7! h7!,1,False,2,1.0,4.0,0.25,0.0,0.0,1.0,34.0,Strugglers
intervention_johnny,3arm_johnny,non-adopters,p641,R1,oc20260727,True,False,johnny_connect_four_boost,,2026-08-21T13:03:51.290589+00:00,2026-08-21T13:07:29.358708+00:00,mean,2.333,True,False,True,,3,55.0,hs_graduate,few_times_week,False,1,5,manual,3,2,3,2,0,0,False,40,13.3,66,True,21,43,-22.0,False,c8! g2 a7,1,False,2,3.0,5.0,0.6,1.0,1.0,1.0,14.0,Solvers
intervention_johnny,3arm_johnny,non-adopters,p641,R2,b220260706,False,True,johnny_connect_four_boost,,2026-08-21T13:03:51.290589+00:00,2026-08-21T13:07:29.358708+00:00,mean,2.333,True,False,True,,3,55.0,hs_graduate,few_times_week,False,1,0,manual,3,3,3,3,3,3,True,0,0.0,21,True,38,26,12.0,True,g7 h1 g2,1,True,2,3.0,5.0,0.6,1.0,1.0,1.0,14.0,Solvers
intervention_johnny,3arm_johnny,non-adopters,p641,R3,bg20260726,False,True,johnny_connect_four_boost,,2026-08-21T13:03:51.290589+00:00,2026-08-21T13:07:29.358708+00:00,mean,2.333,True,False,True,,3,55.0,hs_graduate,few_times_week,False,1,0,manual,2,0,2,0,0,0,False,14,7.0,7,True,27,37,-10.0,False,g8! h7!,1,False,2,3.0,5.0,0.6,1.0,1.0,1.0,14.0,Solvers
intervention_johnny,3arm_johnny,non-adopters,p70,R1,oc20260727,True,False,johnny_connect_four_boost,,2026-08-21T13:42:09.322660+00:00,2026-08-21T14:00:07.803240+00:00,mean,3.0,True,False,True,,1,73.0,some_college,less_than_monthly,True,3,5,manual,6,6,3,3,6,3,True,0,0.0,371,True,41,23,18.0,True,b7 c8 a7 a3 a1 h1,1,True,2,0.0,4.0,0.0,0.0,0.0,0.0,48.0,Strugglers
intervention_johnny,3arm_johnny,non-adopters,p70,R2,b220260706,False,True,johnny_connect_four_boost,,2026-08-21T13:42:09.322660+00:00,2026-08-21T14:00:07.803240+00:00,mean,3.0,True,False,True,,1,73.0,some_college,less_than_monthly,True,3,0,manual,2,0,2,0,0,0,False,24,12.0,22,True,26,38,-12.0,False,g2! h2!,1,False,2,0.0,4.0,0.0,0.0,0.0,0.0,48.0,Strugglers
intervention_johnny,3arm_johnny,non-adopters,p70,R3,bg20260726,False,True,johnny_connect_four_boost,,2026-08-21T13:42:09.322660+00:00,2026-08-21T14:00:07.803240+00:00,mean,3.0,True,False,True,,1,73.0,some_college,less_than_monthly,True,3,0,manual,2,0,2,0,0,0,False,24,12.0,13,True,22,42,-20.0,False,g7! g8!,1,False,2,0.0,4.0,0.0,0.0,0.0,0.0,48.0,Strugglers
intervention_johnny,3arm_johnny,non-adopters,p702,R1,oc20260727,True,False,johnny_connect_four_boost,,2026-08-21T13:31:47.340834+00:00,2026-08-21T13:35:40.649901+00:00,mean,1.667,True,False,True,,2,65.0,bachelors,few_times_week,True,3,6,manual,6,6,3,3,6,3,True,0,0.0,238,True,41,23,18.0,True,b7 c8 a7 a3 a1 h1,1,True,2,2.0,4.0,0.5,0.0,0.0,0.0,30.0,Strugglers
intervention_johnny,3arm_johnny,non-adopters,p702,R2,b220260706,False,True,johnny_connect_four_boost,,2026-08-21T13:31:47.340834+00:00,2026-08-21T13:35:40.649901+00:00,mean,1.667,True,False,True,,2,65.0,bachelors,few_times_week,True,3,0,manual,2,1,2,1,0,0,False,14,7.0,5,True,31,33,-2.0,False,g1! g7,1,False,2,2.0,4.0,0.5,0.0,0.0,0.0,30.0,Strugglers
intervention_johnny,3arm_johnny,non-adopters,p702,R3,bg20260726,False,True,johnny_connect_four_boost,,2026-08-21T13:31:47.340834+00:00,2026-08-21T13:35:40.649901+00:00,mean,1.667,True,False,True,,2,65.0,bachelors,few_times_week,True,3,0,manual,2,1,2,1,0,0,False,16,8.0,9,True,26,38,-12.0,False,h7! g8,1,False,2,2.0,4.0,0.5,0.0,0.0,0.0,30.0,Strugglers
intervention_johnny,3arm_johnny,non-adopters,p741,R1,oc20260727,True,False,johnny_connect_four_boost,,2026-08-21T12:33:37.781641+00:00,2026-08-21T12:40:50.541819+00:00,mean,2.333,True,False,True,,dont_know,36.0,associate,daily,True,1,5,manual,4,3,3,3,3,3,True,36,9.0,230,True,23,41,-18.0,False,b7 c8 a7 g2!,1,False,2,2.0,5.0,0.4,0.0,0.0,2.0,30.0,Strugglers
intervention_johnny,3arm_johnny,non-adopters,p741,R2,b220260706,False,True,johnny_connect_four_boost,,2026-08-21T12:33:37.781641+00:00,2026-08-21T12:40:50.541819+00:00,mean,2.333,True,False,True,,dont_know,36.0,associate,daily,True,1,0,manual,2,1,2,1,1,1,True,14,7.0,7,True,31,33,-2.0,False,g7 h2!,1,False,2,2.0,5.0,0.4,0.0,0.0,2.0,30.0,Strugglers
intervention_johnny,3arm_johnny,non-adopters,p741,R3,bg20260726,False,True,johnny_connect_four_boost,,2026-08-21T12:33:37.781641+00:00,2026-08-21T12:40:50.541819+00:00,mean,2.333,True,False,True,,dont_know,36.0,associate,daily,True,1,0,manual,3,1,3,1,1,1,True,16,5.3,25,True,26,38,-12.0,False,b2 h7! g7!,1,False,2,2.0,5.0,0.4,0.0,0.0,2.0,30.0,Strugglers
