pid,round,puzzle,ai,transfer,skill_rating,age,education,genai_usage,gate_correct,gate_confidence,ai_turns,end_reason,decisions,score,decisions_first_n,score_first_n,kept_win_score,kept_win_first_n,opener_optimal,disc_loss_total,disc_loss_per_decision,seconds,completed,black_discs,white_discs,margin,won,moves,attempts,solved,transfer_rounds,transfer_score,transfer_decisions,transfer_rate,transfer_wins,transfer_solved,transfer_openers,transfer_disc_loss,transfer_label
p778,R2,b220260706,False,True,1,47,hs_graduate,less_than_monthly,False,3,0,manual,3,2,3,2,2,2,True,14,4.7,19,True,31,33,-2,False,g7 h1 h2!,1,False,2,4,6,0.667,0,0,1,30,Solvers
p778,R3,bg20260726,False,True,1,47,hs_graduate,less_than_monthly,False,3,0,manual,3,2,3,2,0,0,False,16,5.3,7,True,26,38,-12,False,h7! b2 g8,1,False,2,4,6,0.667,0,0,1,30,Solvers
p251,R1,oc20260727,True,False,1,25,some_college,less_than_monthly,False,1,3,timeout,4,2,3,2,2,2,True,76,19.0,298,True,22,42,-20,False,b7 c8 b6! b6!,1,False,2,2,5,0.4,0,0,1,38,Strugglers
p251,R2,b220260706,False,True,1,25,some_college,less_than_monthly,False,1,0,manual,2,0,2,0,0,0,False,24,12.0,11,True,26,38,-12,False,g2! h2!,1,False,2,2,5,0.4,0,0,1,38,Strugglers
p251,R3,bg20260726,False,True,1,25,some_college,less_than_monthly,False,1,0,manual,3,2,3,2,1,1,True,14,4.7,11,True,27,37,-10,False,b2 g7! h7,1,False,2,2,5,0.4,0,0,1,38,Strugglers
p102,R1,oc20260727,True,False,4,,,,True,3,5,manual,4,1,3,1,1,1,True,40,10.0,153,True,21,43,-22,False,b7 g2! b6! c8!,1,False,2,1,4,0.25,0,0,0,38,Strugglers
p102,R2,b220260706,False,True,4,,,,True,3,0,manual,2,0,2,0,0,0,False,30,15.0,11,True,23,41,-18,False,g1! g2!,1,False,2,1,4,0.25,0,0,0,38,Strugglers
p102,R3,bg20260726,False,True,4,,,,True,3,0,manual,2,1,2,1,0,0,False,8,4.0,8,True,30,34,-4,False,g8! g7,1,False,2,1,4,0.25,0,0,0,38,Strugglers
p225,R1,oc20260727,True,False,2,44,postgrad,few_times_month,False,1,7,manual,6,6,3,3,6,3,True,0,0.0,182,True,41,23,18,True,b7 c8 a7 a3 a1 h1,1,True,2,1,4,0.25,0,0,0,40,Strugglers
p225,R2,b220260706,False,True,2,44,postgrad,few_times_month,False,1,0,manual,2,1,2,1,0,0,False,16,8.0,3,True,30,34,-4,False,g2! g7,1,False,2,1,4,0.25,0,0,0,40,Strugglers
