pid,round,puzzle,ai,transfer,skill_rating,age,education,genai_usage,gate_correct,gate_confidence,ai_turns,end_reason,decisions,score,decisions_first_n,score_first_n,kept_win_score,kept_win_first_n,opener_optimal,disc_loss_total,disc_loss_per_decision,seconds,completed,black_discs,white_discs,margin,won,moves,attempts,solved,transfer_rounds,transfer_score,transfer_decisions,transfer_rate,transfer_wins,transfer_solved,transfer_openers,transfer_disc_loss,transfer_label
p921,R2,b220260706,False,True,dont_know,32,associate,few_times_week,False,1,0,manual,2,0,2,0,0,0,False,30,15.0,5,True,23,41,-18,False,g1! g2!,1,False,2,0,4,0.0,0,0,0,44,Strugglers
p921,R3,bg20260726,False,True,dont_know,32,associate,few_times_week,False,1,0,manual,2,0,2,0,0,0,False,14,7.0,3,True,27,37,-10,False,g8! h7!,1,False,2,0,4,0.0,0,0,0,44,Strugglers
p922,R1,oc20260727,True,False,dont_know,32,bachelors,weekly,False,2,6,manual,6,6,3,3,6,3,True,0,0.0,108,True,41,23,18,True,b7 c8 a7 a3 a1 h1,1,True,0,,,,,,,,
p923,R1,oc20260727,True,False,2,22,some_college,few_times_month,False,2,7,manual,6,6,3,3,6,3,True,0,0.0,79,True,41,23,18,True,b7 c8 a7 a3 a1 h1,1,True,2,1,4,0.25,0,0,0,42,Strugglers
p923,R2,b220260706,False,True,2,22,some_college,few_times_month,False,2,0,manual,2,1,2,1,0,0,False,16,8.0,2,True,30,34,-4,False,g2! g7,1,False,2,1,4,0.25,0,0,0,42,Strugglers
p923,R3,bg20260726,False,True,2,22,some_college,few_times_month,False,2,0,manual,2,0,2,0,0,0,False,26,13.0,3,True,21,43,-22,False,h7! g7!,1,False,2,1,4,0.25,0,0,0,42,Strugglers
p925,R1,oc20260727,True,False,3,22,bachelors,few_times_month,False,3,5,manual,6,4,3,2,5,3,True,26,4.3,17,True,28,36,-8,False,b7 a7! b6 c8 a1 g2!,1,False,0,,,,,,,,
p926,R1,oc20260727,True,False,1,42,bachelors,daily,False,1,5,manual,5,4,3,2,0,0,False,32,6.4,112,True,25,39,-14,False,g2! b6 b7 c8 a8,1,False,2,1,4,0.25,0,0,0,42,Strugglers
p926,R2,b220260706,False,True,1,42,bachelors,daily,False,1,0,manual,2,1,2,1,0,0,False,16,8.0,9,True,30,34,-4,False,g2! g7,1,False,2,1,4,0.25,0,0,0,42,Strugglers
p926,R3,bg20260726,False,True,1,42,bachelors,daily,False,1,0,manual,2,0,2,0,0,0,False,26,13.0,7,True,21,43,-22,False,h7! g7!,1,False,2,1,4,0.25,0,0,0,42,Strugglers
